id,name,website,lat,lon,primary_poc,sales_rep_id
4161,Core-Mark Holding,www.core-mark.com,47.85041683,-112.1229283,Marita Demasi,321960
4171,Thrivent Financial for Lutherans,www.thrivent.com,47.65467261,-117.3833189,Janyce Mun,321970
4181,Cameron International,www.c-a-m.com,48.7412212,-116.4178416,Antwan Seagraves,321980
4191,HD Supply Holdings,www.hdsupply.com,48.54870325,-111.1854348,Stephnie Mccrum,321990
4201,Crown Holdings,www.crowncork.com,48.79904533,-118.399775,Jung Soden,321930
4211,EOG Resources,www.eogresources.com,48.52718067,-117.309281,Alida Desrosier,321940
4221,Veritiv,www.veritivcorp.com,48.29694756,-116.6208583,Karren Dively,321950
4231,Anadarko Petroleum,www.anadarko.com,48.79904533,-118.399775,Lacey Kight,321970
4241,Laboratory Corp. of America,www.labcorp.com,47.86900857,-94.87136886,Domenic Mally,321980
4251,Pacific Life,www.pacificlife.com,48.7487126,-96.8359255,Kyoko Randall,321990
4261,News Corp.,www.newscorp.com,48.77516543,-111.6841356,Sharie Sanborn,321960
4271,Jarden,www.jarden.com,47.74301141,-96.35440859,Chantal Dahmen,321970
4281,SunTrust Banks,www.suntrust.com,47.29846056,-119.3877408,Monserrate Winsett,321930
4291,Avis Budget Group,www.avisbudgetgroup.com,47.94211432,-97.44176768,Tamara T,321940
4301,Broadcom,www.broadcom.com,48.77516543,-111.6841356,Sung Shie,321950
4311,American Family Insurance Group,www.amfam.com,48.52718067,-117.309281,Jodee L,321930
4321,Level 3 Communications,www.level3.com,48.41996136,-106.4218871,Serafina Ba,321940
4331,Tenneco,www.tenneco.com,48.871632,-103.3255778,Angeles Cru,321910
4341,United Natural Foods,www.unfi.com,48.44337705,-119.6476043,Savanna Gay,321920
4351,Dean Foods,www.deanfoods.com,48.10509992,-99.30900475,Anabel Hask,321910
4361,Campbell Soup,www.campbellsoupcompany.com,47.395458,-93.55779392,Barrie Om,321920
4371,Mohawk Industries,www.mohawkind.com,48.212557,-112.1902962,Kym Hager,321910
4381,BorgWarner,www.borgwarner.com,46.415907,-102.495034,Jamel Mosqu,321970
4391,PVH,www.pvh.com,48.289588,-117.8890974,Parker Hog,321980
4401,Ball,www.ball.com,47.400979,-111.3742663,Tuan Trai,321990
4411,O’Reilly Automotive,www.oreillyauto.com,45.73920354,-122.546881,Chantell Dresc,321970
4421,Eversource Energy,www.eversource.com,47.2714805,-115.1222008,Paige Bar,321980
4431,Franklin Resources,www.franklinresources.com,47.46978342,-115.9493246,Dominique Fav,321970
4441,Masco,www.masco.com,47.69038279,-120.3658719,Terrilyn Kes,321980
4451,Lithia Motors,www.lithia.com,48.78231411,-95.81781633,Nannie Brink,321960
4461,KKR,www.kkr.com,47.55827022,-99.65238578,Buffy Az,321970
4471,Oneok,www.oneok.com,47.72596607,-116.7287046,Esta Engelha,321960
4481,Newmont Mining,www.newmont.com,46.270894,-116.3841674,Khadijah Riem,321970
4491,PPL,www.pplweb.com,43.6365736,-97.3656528,Deanne Hertl,321960
4501,SpartanNash,www.spartannash.com,46.29753195,-84.5345367,Jewell Li,321970
